,id_processo,data,status,tipo_da_acao,comarca,tipo_movimento,julgamento
1802,2561,2020-06-08,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
1803,5699,2019-05-02,Concluído,Ação Penal,Comarca de Santo André,Processo iniciado,True
1804,8941,2017-05-05,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
1805,651,2020-11-19,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,True
1806,8753,2018-01-14,Arquivado,Ação Penal,Comarca de Santo André,Processo iniciado,True
1807,8022,2020-12-03,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
1808,1944,2022-03-01,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
1809,8371,2019-05-22,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
1810,3012,2022-01-17,Em andamento,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
1811,397,2020-12-18,Arquivado,Ação Penal,Comarca de São Paulo,Processo iniciado,True
1812,5911,2022-03-06,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,False
1813,8155,2019-03-25,Concluído,Ação Penal,Comarca de Osasco,Execução de sentença,True
1814,9484,2020-04-23,Em andamento,Ação de Indenização,Comarca de Santo André,Processo iniciado,False
1815,4472,2018-09-17,Em andamento,Ação Penal,Comarca de São Paulo,Execução de sentença,True
1816,9079,2021-04-05,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,False
1817,7649,2022-12-30,Concluído,Ação Penal,Comarca de Santo André,Processo iniciado,False
1818,5712,2017-08-20,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
1819,2495,2022-01-18,Em andamento,Ação Penal,Comarca de São Paulo,Processo iniciado,False
1820,1314,2018-08-20,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
1821,6122,2022-01-08,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
1822,6744,2016-06-17,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
1823,5067,2022-10-28,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
1824,247,2021-10-14,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
1825,6853,2021-08-28,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,True
1826,873,2020-10-25,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
1827,7631,2018-01-08,Arquivado,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
1828,6811,2019-11-03,Arquivado,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,False
1829,350,2019-01-12,Arquivado,Ação Penal,Comarca de Osasco,Processo iniciado,False
1830,7292,2020-09-19,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
1831,9760,2018-02-04,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,False
1832,6852,2018-11-04,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
1833,6834,2021-02-14,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
1834,3201,2018-04-06,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,False
1835,2031,2016-05-11,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
1836,8863,2021-06-10,Arquivado,Ação Penal,Comarca de Santo André,Execução de sentença,False
1837,4289,2018-01-22,Arquivado,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
1838,4301,2019-03-27,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
1839,4716,2019-01-15,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
1840,2654,2021-11-27,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
1841,3632,2017-03-20,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
1842,4607,2019-06-17,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,False
1843,3070,2020-03-23,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
1844,5417,2021-02-23,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
1845,1717,2018-03-25,Arquivado,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
1846,6043,2017-07-02,Em andamento,Ação de Indenização,Comarca de Santo André,Execução de sentença,True
1847,4711,2019-10-01,Arquivado,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
1848,1521,2022-07-19,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
1849,7863,2022-05-01,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
1850,4818,2017-03-07,Arquivado,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
1851,4057,2019-08-12,Concluído,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
1852,4291,2018-11-21,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,False
1853,8974,2016-02-17,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
1854,5102,2018-02-02,Concluído,Ação Penal,Comarca de São Paulo,Execução de sentença,True
1855,2497,2022-05-05,Arquivado,Ação Penal,Comarca de Osasco,Processo iniciado,False
1856,860,2016-06-28,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
1857,3994,2016-10-04,Concluído,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
1858,1916,2019-04-29,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
1859,3983,2016-03-06,Arquivado,Ação Civil Pública,Comarca de Santo André,Execução de sentença,True
1860,435,2019-09-12,Arquivado,Ação de Indenização,Comarca de Santo André,Processo iniciado,False
1861,7400,2016-06-10,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
1862,9741,2021-04-04,Arquivado,Ação de Indenização,Comarca de Santo André,Execução de sentença,True
1863,642,2020-04-12,Em andamento,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
1864,3087,2017-06-18,Em andamento,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
1865,4241,2021-09-06,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
1866,3946,2019-06-08,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
1867,4324,2021-05-18,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,False
1868,8771,2017-06-17,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
1869,9418,2019-08-21,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
1870,3452,2017-05-28,Concluído,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,False
1871,6385,2022-05-20,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
1872,3074,2016-06-18,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
1873,4395,2018-11-09,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,True
1874,2115,2017-12-28,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
1875,2486,2019-10-26,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
1876,4552,2019-07-19,Concluído,Ação Penal,Comarca de Santo André,Execução de sentença,False
1877,6772,2018-01-27,Arquivado,Ação Penal,Comarca de Osasco,Processo iniciado,False
1878,7044,2022-02-05,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
1879,3220,2017-06-10,Concluído,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
1880,6979,2021-01-02,Em andamento,Ação Penal,Comarca de São Paulo,Execução de sentença,False
1881,4811,2018-11-04,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
1882,175,2018-04-28,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
1883,1565,2018-04-29,Concluído,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
1884,1157,2020-09-30,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
1885,59,2019-01-18,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
1886,8891,2020-04-21,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,True
1887,4709,2016-09-10,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
1888,426,2020-01-27,Concluído,Ação Penal,Comarca de São Paulo,Processo iniciado,True
1889,3940,2021-01-15,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
1890,9605,2021-06-21,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
1891,8687,2022-10-12,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
1892,3349,2019-12-03,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
1893,9518,2019-05-08,Arquivado,Ação Penal,Comarca de Osasco,Processo iniciado,False
1894,146,2017-11-15,Arquivado,Ação de Indenização,Comarca de Santo André,Execução de sentença,True
1895,9278,2022-06-03,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,True
1896,970,2021-06-09,Em andamento,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
1897,3340,2022-05-28,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
1898,7590,2016-01-28,Arquivado,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
1899,4820,2020-01-01,Concluído,Ação Penal,Comarca de Santo André,Execução de sentença,False
1900,1189,2021-09-22,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
1901,1084,2022-12-24,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
1902,2661,2018-08-30,Concluído,Ação Penal,Comarca de São Paulo,Execução de sentença,True
1903,2819,2021-03-27,Arquivado,Ação Penal,Comarca de Santo André,Execução de sentença,False
1904,132,2022-11-20,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
1905,8997,2021-04-17,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
1906,8520,2017-02-22,Em andamento,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
1907,7315,2018-06-07,Concluído,Ação Penal,Comarca de Santo André,Execução de sentença,False
1908,9785,2021-08-15,Concluído,Ação Penal,Comarca de Santo André,Execução de sentença,False
1909,2823,2022-12-23,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,True
1910,8474,2018-07-27,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,True
1911,3952,2017-05-02,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
1912,8438,2019-06-15,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
1913,5900,2021-09-21,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
1914,8957,2022-06-10,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,True
1915,4426,2018-06-28,Em andamento,Ação Penal,Comarca de São Paulo,Execução de sentença,False
1916,4975,2020-09-17,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
1917,5387,2019-02-15,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
1918,3478,2021-05-16,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
1919,2547,2020-03-08,Concluído,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
1920,4604,2016-07-23,Arquivado,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
1921,3331,2017-06-06,Concluído,Ação de Indenização,Comarca de Santo André,Processo iniciado,True
1922,8337,2021-08-24,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
1923,7828,2021-03-28,Concluído,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
1924,2913,2016-09-26,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,True
1925,481,2018-02-20,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,False
1926,742,2022-05-20,Concluído,Ação Penal,Comarca de Osasco,Execução de sentença,False
1927,4205,2019-07-26,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,False
1928,620,2017-01-03,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,False
1929,7717,2022-06-04,Em andamento,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
1930,9946,2020-07-06,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
1931,5912,2016-10-31,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
1932,5638,2022-09-09,Concluído,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
1933,1409,2020-10-13,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
1934,1801,2020-11-02,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
1935,8324,2016-06-23,Arquivado,Ação Penal,Comarca de Santo André,Execução de sentença,True
1936,2266,2021-09-24,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
1937,1734,2018-10-08,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
1938,4584,2019-08-08,Concluído,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
1939,8858,2017-01-23,Concluído,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
1940,2758,2022-09-29,Arquivado,Ação Penal,Comarca de Santo André,Processo iniciado,False
1941,3703,2017-02-17,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,False
1942,2803,2018-06-02,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
1943,8977,2017-12-27,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
1944,8123,2018-02-17,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,True
1945,7535,2018-02-25,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
1946,1890,2021-11-24,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
1947,9556,2016-01-06,Em andamento,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
1948,7296,2019-01-30,Arquivado,Ação Civil Pública,Comarca de Santo André,Execução de sentença,True
1949,7328,2021-03-18,Concluído,Ação Penal,Comarca de Osasco,Execução de sentença,False
1950,699,2016-12-13,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
1951,4354,2016-02-22,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
1952,4625,2022-05-01,Em andamento,Ação de Indenização,Comarca de Santo André,Processo iniciado,False
1953,2754,2020-01-22,Concluído,Ação Penal,Comarca de São Paulo,Execução de sentença,True
1954,7917,2021-05-20,Arquivado,Ação Penal,Comarca de Osasco,Processo iniciado,False
1955,6558,2020-09-24,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
1956,1903,2018-09-16,Arquivado,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
1957,4523,2017-07-18,Concluído,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
1958,5443,2021-03-23,Concluído,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,False
1959,7725,2021-03-24,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,False
1960,1162,2021-12-02,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
1961,8037,2020-07-28,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
1962,7648,2019-12-01,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
1963,6581,2021-08-30,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
1964,6881,2021-11-23,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
1965,6245,2019-12-18,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
1966,313,2017-02-26,Concluído,Ação Civil Pública,Comarca de Santo André,Execução de sentença,True
1967,4849,2016-12-04,Concluído,Ação de Indenização,Comarca de Santo André,Processo iniciado,True
1968,8593,2018-03-20,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
1969,5799,2021-12-25,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
1970,8136,2020-02-03,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
1971,9439,2019-01-13,Arquivado,Ação Penal,Comarca de Osasco,Processo iniciado,False
1972,4026,2019-05-13,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
1973,8760,2021-02-19,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
1974,1285,2016-10-19,Arquivado,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
1975,6654,2018-03-14,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,False
1976,4848,2021-01-02,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
1977,9573,2017-11-24,Arquivado,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
1978,5081,2017-04-04,Concluído,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
1979,6765,2021-09-13,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
1980,5283,2021-09-13,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,False
1981,100,2021-05-03,Em andamento,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
1982,3157,2018-01-07,Concluído,Ação Penal,Comarca de Santo André,Processo iniciado,True
1983,296,2021-04-06,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
1984,3480,2019-12-19,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
1985,6874,2020-05-28,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,False
1986,880,2016-04-04,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,True
1987,1199,2017-01-20,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
1988,1775,2019-05-05,Concluído,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
1989,5513,2022-11-17,Arquivado,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
1990,2903,2021-07-16,Concluído,Ação Penal,Comarca de Santo André,Execução de sentença,True
1991,5746,2021-03-10,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,False
1992,8062,2018-07-09,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
1993,3310,2016-10-16,Em andamento,Ação Penal,Comarca de São Paulo,Processo iniciado,True
1994,8246,2016-02-11,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
1995,6556,2022-04-04,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
1996,3686,2019-07-08,Em andamento,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
1997,4156,2021-10-31,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
1998,903,2021-01-11,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
1999,3323,2016-09-18,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
2000,5487,2020-02-24,Em andamento,Ação Penal,Comarca de São Paulo,Execução de sentença,True
2001,9238,2020-12-05,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
2002,5572,2020-04-17,Concluído,Ação Penal,Comarca de Santo André,Execução de sentença,True
2003,3522,2019-05-04,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
2004,2032,2018-10-09,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,True
2005,6618,2016-09-28,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
2006,3512,2020-03-02,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
2007,5548,2021-04-17,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,True
2008,585,2022-06-30,Concluído,Ação Penal,Comarca de Osasco,Execução de sentença,True
2009,179,2017-05-08,Concluído,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
2010,4102,2019-10-26,Concluído,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
2011,8893,2021-08-16,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
2012,3503,2017-05-23,Em andamento,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
2013,2404,2016-07-09,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,False
2014,330,2019-10-27,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
2015,4995,2021-04-16,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
2016,4558,2020-06-23,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
2017,6671,2022-09-29,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
2018,5992,2018-11-23,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
2019,2743,2021-07-18,Concluído,Ação Civil Pública,Comarca de Santo André,Execução de sentença,False
2020,5494,2018-03-29,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
2021,7592,2016-10-23,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
2022,1414,2016-12-12,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,False
2023,7888,2016-07-03,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
2024,6168,2021-07-29,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,True
2025,8315,2019-07-14,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
2026,4210,2022-12-06,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,False
2027,9425,2018-11-15,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,False
2028,7212,2020-10-04,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
2029,1747,2016-07-01,Concluído,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
2030,7389,2018-05-29,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
2031,530,2021-06-12,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
2032,5707,2021-02-03,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
2033,7636,2018-01-10,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
2034,4134,2022-11-22,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,False
2035,2502,2018-09-13,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
2036,3363,2017-06-10,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
2037,7247,2022-07-03,Concluído,Ação de Indenização,Comarca de Santo André,Execução de sentença,True
2038,9298,2018-09-14,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
2039,2910,2019-11-07,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
2040,9936,2021-01-15,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
2041,6057,2016-01-02,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
2042,9124,2019-08-26,Em andamento,Ação Civil Pública,Comarca de Santo André,Execução de sentença,True
2043,7454,2019-08-19,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,True
2044,9438,2019-12-07,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
2045,8722,2021-12-09,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
2046,3149,2022-04-08,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
2047,5738,2020-01-13,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
2048,27,2019-05-27,Concluído,Ação Penal,Comarca de Osasco,Execução de sentença,True
2049,5198,2018-12-11,Concluído,Ação Civil Pública,Comarca de Santo André,Execução de sentença,False
2050,490,2017-10-06,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
2051,6793,2016-07-30,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
2052,8702,2018-12-03,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
2053,1706,2017-07-22,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,True
2054,9764,2021-01-30,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,False
2055,2392,2019-01-11,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
2056,1922,2021-10-25,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
2057,8409,2017-11-02,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,False
2058,910,2022-04-07,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
2059,4763,2017-08-22,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
2060,3604,2017-01-25,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
2061,6024,2019-12-14,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,False
2062,9681,2020-11-01,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
2063,4918,2016-01-30,Concluído,Ação de Indenização,Comarca de Santo André,Processo iniciado,True
2064,1657,2019-04-22,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
2065,9042,2021-11-08,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
2066,3716,2018-03-22,Arquivado,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
2067,5556,2019-05-31,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,False
2068,9241,2019-08-14,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
2069,3521,2018-06-16,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
2070,6559,2022-10-19,Concluído,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,False
2071,8680,2017-07-11,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
2072,1368,2018-05-03,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
2073,7786,2017-03-28,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
2074,5710,2020-01-01,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
2075,3416,2017-09-15,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
2076,5622,2019-07-08,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
2077,5092,2020-03-04,Concluído,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
2078,1357,2021-03-11,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
2079,8823,2019-08-13,Arquivado,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
2080,9035,2017-09-09,Arquivado,Ação de Indenização,Comarca de Santo André,Processo iniciado,True
2081,4367,2020-12-04,Concluído,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
2082,9151,2018-06-19,Concluído,Ação Penal,Comarca de Osasco,Execução de sentença,False
2083,40,2019-02-09,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
2084,2638,2017-11-27,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
2085,8081,2018-10-21,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,True
2086,6231,2018-04-26,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
2087,3744,2019-10-18,Concluído,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,False
